,EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
9404,DHA117102,DHA1,2017,Spring,Nepal,NE Ridge,,,,Nepal,Mingma Gyalje Sherpa,Dreamers Destinations Dhaulagiri Expedition 2017,True,False,False,False,,,,,False,False,"China, Turkey",,2017-04-07,2017-04-30,1215,23,25,2017-05-02,Success (main peak),,8167,False,False,False,3,3800,4,3,0,3,2,0,False,True,False,True,False,False,False,False,False,,"BC(07/04,4800m),C1(09/04,5800m),C2(6400m),C3(28/04,7300m),Smt(30/04)","BC  07/04  4800m
C1  09/04  5800m
C2         6400m
C3  28/04  7300m
Smt 30/04  by Mingma Gyalje, Hong-Juan Dong, Yong-Zhong Liu, Nga Tashi, 
           Lhakpa Nuru at 12:15 pm.	

On 29 April, Mingma Gyalje, Nga Tashi, Lhakpa Nuru and Kesab Gurung fixed the rope to 7600m. They worked for about four hours and then returned to C3.

On summit push, team left C3 at 10:30 pm. Up to 7800m conditions Ok, then a lot of snow. From 7600m Sherpas fixed ropes again to 7900m – after that no need. They spent about 20 minutes on the summit and descended to C3, where they reached about 6 pm. On 1 May all back at BC

Irmak reached BC on 7 April. He got altitude sick and left 10 April.

Fixed rope: 3800m

Oxygen:
  Not taken, not used by Mingma Gyalje
  Taken and used by Nga Tashi, Lhakpa Nuru, Hong-Juan Dong, Yong-Zhong Liu.",,,Dreamers Destination Treks,False,True,False,False,,,2463761
9405,DHA117103,DHA1,2017,Spring,Nepal,NE Ridge,,,,India,Arjun Singh Negi,ITBP (Indo-Tibetan Border Police) Mt. Dhaulagiri I Expedition 2017,True,False,False,False,,,,,False,False,,"Ktm to Beni by road, trekked to BC",2017-04-04,2017-05-19,1300,45,52,2017-05-26,Success (main peak),,8167,False,False,False,3,0,25,6,0,10,5,0,False,True,False,True,False,False,False,False,False,,"BC(04/04,4660m),C1(07/04,5800m),C2(12/04,6600m),C3(19/05,7300m),Smt(19-20/05)","BC  04/04  4660m
C1  07/04  5800m
C2  12/04  6600m
C3  19/05 ~7300m (on descent)
Smt 19/05  by Pradeep Panwar, Sanjay Singh, RS Sonal, Pradeep Kumar, Nurbu Wangdus,
           Ngima Tendi Sherpa, Ramesh Tamang, Darinje Sherpa, Lhakpa Dorje Sherpa 
           at 1 pm.
Smt  20/05 by Krishan Prasad Gurung, Pem Dorje Sherpa at 2:30 pm (according to 
           summiteers list provided by Satish: 5:30 pm).

Team commenced expedition by bus on 25 March from Kathmandu to Beni. They reached BC on 4 April. Luggage was flown to BC by helicopter. Heavy storm on 6/7 April. Team started to open a route from BC on 11 April. 

On 18 May they started from C2 at 5 am, they reached C3 at 11:30 am, at 8:30 pm the same day they left C3 headed for the summit. Summiters got to the top at 1 pm on 19 May. Weather was Ok before noon, but worsened in the afternoon. They stayed on the summit for 30 minutes. Some climbers descended to C3, some to C2.

The other team started their summit push from C3 on 19 May at 9 pm. Krishan Prasad (Gurung) and Pem Dorje Sherpa reached the summit. Team got back to C3 at night in bad weather. 

Devendra Singh turned around before the summit, he was not able to get back to C3 on his own. Sherpas helped him down to C3 on 22 May. On 23 May he was rescued from lower C3 by helicopter long-line to BC and then on to Kathmandu.

Left BC 26 May trekking to Marpha

Fixed rope: Intermittent from BC to summit (Negi was not sure about parts with fixed ropes) 

Oxygen: taken and used by members and Sherpas from C3 to high points and down to C3.


From Indian media reports:

Biman Biswas and Narender Kumar abandoned their summit bid at 8000m to assist Krishan Prasad Gurung who was found sick and dizzy in descent from the summit. All three went missing for 50 hours in their descent and were finally evacuated by helicopter when they reached base camp. All suffered severe injuries.",Devendra Singh frostbite at both hands,,Himalaya Expeditions,False,True,False,False,,,2463780
9406,DHA117104,DHA1,2017,Spring,Nepal,NE Ridge,,,,India,Ramesh Chandra Tripathi,Indian Air Force Dhaulagiri Expedition 2017,True,False,False,False,,,,,False,False,,"Ktm to Beni by road, trekked to BC",2017-04-26,2017-05-19,1300,23,29,2017-05-25,Success (main peak),,8167,False,False,False,3,0,12,3,0,12,4,1,False,True,False,True,False,False,False,False,False,,"BC(26/04,4660m),C1(02/05,5800m),C2(03/05,6600m),C3(21/05,7300m),Smt(19-20/05)","BC  26/04  4660m
C1  02/05  5800m
C2  03/05  6600m
C3  21/05  7300m (team A on descent)
Smt 19/05  by Pemba Sherpa (while fixing ropes to the summit) at 1 pm.
Smt 20/05  by Jagvinder Pal Singh Raina, Kevin Nishant Joseph, Ravinder, 
           Mingma Dorchi Sherpa, Ang Ngima Sherpa, Dorji Sherpa at 5:30 pm.

Team A: Kevin Nishani Joseph, Jhumar Ram Poonia, Ravinder, Jagvinder Pal Singh Raina, Jayveer Singh

Team B: Devidutta Panda, Namit Rawat, Raghvendra Singh Gaur, Kari Hari Dikshit, Rajika Sharma, Tariq Bashir Tantry

Expedition consisted of 2 teams, team A (5 clients) and team B (6 clients). Both teams had problems with their oxygen bottles and masks, some masks broke down. Team A left C3 on 19 May  at 11 pm for summit bid; they wanted to start earlier but were delayed by strong winds. Jhumar Ram Poonia and Jayveer Singh could not go for the summit because their top out mask systems failed to work. The rest of team A ascended together with Indian ITBP team. Summiteers got to the top at 5:30 pm on 20 May. They stayed on the summit for 20 minutes. Conditions were bad, strong winds, stormy. They reached C3 not before 4:30 pm on 21 May with the help of Devidutta Panda of team B. Ang Ngima Sherpa while returning from the summit became hypothermic and fell to his death from 7900m. All climbers were totally exhausted. On 22 May they went down to C2, on 23 May to BC. Kevin Nishant Joseph was evacuated from C2 to Kathmandu by helicopter because of frostbite. He has been hospitalized in Delhi and is likely to lose some of his fingers.

Rajika Sharma, Kari Hari Dikshit and Raghvendra Singh Gaur of team B decided not to have a push for the summit because of adverse weather conditions. They turned around at C3. Devi Dutta Panda ascended from C3 to 7600m to help the troubled climbers of team A come down to C3.

Fixed rope: Intermittent. Rope-fixing team got stuck in bad weather for 3-4 nights at C3. No fixed rope at steep traverse.

Oxygen: taken and used by clients and Sherpas from C3 to respective high points and down to C3.",Ang Ngima Sherpa while returning from the summit became hypothermic and fell to his death from 7900m,,Himalaya Expeditions,False,True,False,False,,,2463780
9407,DHA117105,DHA1,2017,Spring,Nepal,NE Ridge,,,,Slovakia,Peter Hamor,Himalaya Adventure 2017,True,False,False,False,,,,,False,False,,Helicopter to BC,2017-04-13,2017-05-15,1300,32,39,2017-05-22,Success (main peak),,8167,False,False,False,3,0,4,2,0,0,0,0,True,False,True,False,False,False,False,False,False,Attempted Pumori (PUMO-171-01),"BC(13/04,4800m),C1(16/04,5700m),C2(17/04,6400m),C3(14/05,7300m),Smt(15/05)","BC  13/04  4800m
C1  16/04  5700m
C2  17/04  6400m
C3  14/05  7300m
Smt 15/05  by Hamor, Sabovcik at 1 pm.

Summit team left C3 at midnight. Windy but clear. Straightforward climb. They spent about half an hour on the summit and descended to C2, where they arrived at 6:30 pm. On 16 May down to BC.

Gabriz reached 7900m. He did not join the first summit push as he was not feeling well (he had a chest infection). He left BC for his summit push on 17 May. On 19 May, he started from C3 at midnight. He was close to the summit couloirs at 10 am, when all of a sudden he lost strength and energy. He tried to rest for a while, but he had nothing left and descended to C1. Visibility was very low on his descent. He got lost, but finally found C1 at 8:30 using his GPS. 

Petrik reached 6500m (C2) on 25 April. He had a back pain and stayed at BC for the rest of the expedition.

Oxygen: not taken, not used.",,,Cho Oyu Trekking,False,True,False,False,False,,2463776
9408,DHA117108,DHA1,2017,Spring,Nepal,NE Ridge,,,,Iran,Parvaneh Kazemi,Butterfly on Dhaulagiri,True,False,False,False,,,,,False,False,UK,"By road to Darbang, trekked to Dobang->Italian BC->Dhaulagiri BC",2017-04-20,2017-05-19,1530,29,33,2017-05-23,Success (main peak),,8167,False,False,False,3,60,2,2,0,2,1,0,False,True,False,True,False,False,False,False,False,,"BC(20/04,4600m),C1(23/04,5700m),C2(14/05,6500m),C3(16/05,7300m),Smt(19/05)","BC  20/04  4600m
C1  23/04  5700m
C2  14/05  6500m
C3  16/05  7300m
Smt 19/05  by Kazemi, Pennington, Lhakpa Tenji at 3:30 pm.

The team stayed at C3 for two nights as there were no fixed ropes. On 18 May they left C3 at 11 pm, following the fixing Sherpas. At 7800m the fixing group stopped and said they were finished. The leader of the rope fixing Sherpa told Kazemi that he had already been to the summit twice and that he was finished.

The team followed the Indian team (ITBP team), who dropped a 60m rope. Kazemi decided to take the rope, which they fixed at below the couloir at about 8050m. In the couloir they used the old fixed rope. 

They spent about half an hour on the summit and descended to C3, where they arrived at 9 pm (Kazemi) and 7 pm (Pennington).

When Kazemi arrived at C3, her tent had been moved (probably by Indian Air Force) and was broken. She and Hadi Sattar Fourugh (Iranian – other ON Return) spent a cold night in their broken tent.

On 20 May they descended to C2, where they spent the day and on 21 May to BC.

Oxygen:	
  Taken and used from 7600m to top to 7600m by Kazemi and Lhakpa Tenji
  From 7000m to top to 7000m by Pennington.",,,Alpine Sherpa Guide Treks (Seven Summit Treks pmt),False,True,False,False,,,2463780
9409,DHA117106,DHA1,2017,Spring,Nepal,NE Ridge,,,,Spain,Carlos Soria,Correos Dhaulagiri Expedition Spring 2017,False,False,False,False,,,,,False,False,,By road to Marpha->Yak Kharka->Hidden Valley,2017-04-15,2017-05-21,,36,39,2017-05-24,"Illness, AMS, exhaustion, or frostbite",Abandoned at 7800m due to exhaustion of Soria,7800,False,False,False,0,0,3,0,0,4,0,0,False,True,False,True,False,False,False,False,False,,"BC(15/04,4600m),C1(21/04,5700m),C2(18/05,6500m),C3(20/05,7300m),xxx(21/05,7800m)","BC  15/04  4600m
C1  21/04  5700m 
C2  18/05  6500m
C3  20/05  7300m
Hpt 21/05  7800m  by Soria, Lopez, Carcavilla, Ming Temba (Mikel) Sherpa, 
                  Sange Sherpa, Dawa Sherpa

Before the summit push, the team spent three time two nights at C1 for acclimatization. They wanted to spend more time at C1 as C2 was so dangerous.

On summit push, team left C3 at 9:30 pm. The weather was good, a little bit of wind and some fresh snow on the ground. The reached their hight point at about midnight, but Carlos Soria did not have enough energy to go up. He had been sick the previous 5 days and only ate rice and water. He thought he would not have enough energy to come back down again. 

They descended to C3, had a rest, packed up and descended to C2, where they arrived at about 2 pm. On 22 May back to BC. Left BC 24 May by heli.

Fixed rope: 2 Sherpas part of fixing team

Oxygen: Taken and used by C3 to high point to C3 by membes and Sherpas.",,,Seven Summit Treks,False,True,False,False,,,2463782
9410,DHA117110,DHA1,2017,Spring,Nepal,NE Ridge,,,,Chile,Rodrigo Vivanco,Expedition Chilena 2017 Dhaulagiri,True,False,False,False,,,,,False,False,,By road to Beni; trekked to BC,2017-04-22,2017-05-25,1730,33,37,2017-05-29,Success (main peak),,8167,False,False,False,4,0,2,2,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(22/04,4700m),C1(01/05,5600m),C2(07/05,6400m),C3(22/05,7300m),C4(25/05,7800m),Smt(25/05)","BC  22/04  4700m
C1  01/05  5600m
C2  07/05  6400m
C3  22/05  7300m
C4  25/05  7800m (only on descent) 
Smt 25/05  by Vivanco, Munoz Ubilla at 5:30 pm.

Vivanco, Munoz Ubilla started from C3 at 4:30 am on summit push. They had planned on starting earlier, but it was too windy and foggy. Conditions were unfavourable, a lot of rain/snow, cloudy, the monsoon was approaching. They stayed on the summit for a very short time, didn't take any pictures because of bad weather and no visibility. They descended to improvised C4 which was set up earlier by Japanese climbers at 7800m. They reached C4 at 10 pm. Next day on 26 May they descended from C4 to BC. 

They were carrying a rope as they were not sure how much fixed rope there would be. According to them, they only found the way to the summit because of rope fixed by previous expeditions. Just two days before ropes were fixed through summit couloir. Without the fixed rope, they wouldn't have made it because no visibility. The trail was littered with garbage left by Indian teams, also marking the way to the summit.

Fixed rope: intermittent from BC to C1, from C2 to end of summit couloir.

Oxygen: not taken not used.",Both climbers having slight frostbite at toes; Munoz some windburn on her face.,,Adventure Geo Treks,False,True,False,False,,,2463786
9411,DHA117109,DHA1,2017,Spring,Nepal,NE Ridge,,,,India,Dipankar Ghosh,West Bengal Dhaulagiri Expedition 2017,True,False,False,False,,,,,False,False,,"Pokhara to Beni->Takam, Heli to Italian BC",2017-04-14,2017-05-20,1612,36,39,2017-05-23,Success (main peak),,8167,False,False,False,3,100,1,1,0,1,1,0,False,True,False,True,False,False,False,False,False,,"BC(14/04,4650m),C1(22/04,5600m),C2(06/05,6500m),C3(19/05,7430m),Smt(20/05)","BC  14/04  4650m
C1  22/04  5600m 
C2  06/05  6500m 
C3  19/05  7430m
Smt 20/05  by Ghosh and Bir Kaji Tamang.
 
Ghosh and Bir Kaji Tamang after having six hours rest, left 3 at 10:19 pm on 19 May and reached summit at 4:12 pm on 20 May. They spent 20 minutes on the summit, then started descending. When they reached at the bottom of main couloirs Ghosh heard that somebody is asking for water and a tent. That was one of the climbers of ITBP Biman Biswas. The weather was bad and getting late too. For a moment Ghosh could not decide what to do. His Sherpa was asking him to leave the person and to move down. But Ghosh decided to help Biswas and told him to move along with him, but he was very exhausted and completely disoriented. Somehow Ghosh managed to bring down Biswas to C3 and handed him over to the Sherpa inside the tent. It was 5 pm on 21 May. On the summit ahead of Ghosh there Migel, one Slovak, Pedro's team, Maria and Sherpa, Lakpa, Kazi and Ghosh was the last one.

Fixed rope: Contributed 100m rope plus bonus amount.

Oxygen: C3 to smt to C3; Sherpa from 7800m to smt to 7800m.

Accidents: frostbite both hands and left toe while rescuing a climber from ITBP Biman Biswas who was stuck at 8000m starting point of couloir without oxygen and water.
",Ghosh frostbite both hands and left toe,,Trekking Camp Nepal (Seven Summit Treks pmt),False,True,False,False,,,2463781
9412,CHOY17104,CHOY,2017,Spring,China,NW side,,,,Germany,David Gundelach,Snowy Horizon Cho Oyu Expedition 2017,False,False,False,False,,,,,False,False,"Finland, Slovakia",,,,,0,0,,,,0,False,False,False,0,0,3,0,0,2,0,0,False,False,False,False,False,False,False,False,False,,,,,,Snowy Horizon Treks,True,True,False,False,,,5662
9413,CHOY17105,CHOY,2017,Spring,China,NW side,,,,Czech Republic,Nebojsa Jindrich,Snowy Horizon Cho Oyu Expedition 2017,False,False,False,False,,,,,False,False,,,,,,0,0,,,,0,False,False,False,0,0,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,,,,,Snowy Horizon Treks,True,True,False,False,,,5662
9414,AMAD17103,AMAD,2017,Spring,Nepal,SW Ridge,,,,Austria,Monika Nindl,Austrian Ama Dablam Expedition 2017,False,False,False,False,,,,,False,False,,Lukla->Pangboche,2017-05-05,2017-05-08,,3,5,2017-05-10,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6200m due to bad snow conditions,6200,False,False,False,1,0,1,0,0,2,0,0,False,False,True,False,False,False,False,False,False,,"BC(05/05,4600m),C1(07/05,6000m),xxx(08/05,6200m)","BC  05/05  4600m
C1  07/05  6000m approx
Hpt 08/05  6200m approx by Nindl, Nima Dorje and Mingmar Tamang

On 8 May Nindl, Nima and Mingmar tried to go to C2, but due to heavy snow conditions they had to turn around from about 6200m.

Fixed rope: None (used what was already there).",,,Nima Dorje (Snowy Horizons pmt),True,False,False,False,,,2462734
9415,AMAD17104,AMAD,2017,Spring,Nepal,SW Ridge,,,,Switzerland,Haider Navi,Swiss Ama Dablam Expedition 2017,False,False,False,False,,,,,False,False,,Lukla->Namche->Pangboche,2017-04-11,2017-04-17,,6,10,2017-04-21,"Lack (or loss) of supplies, support or equipment",Abandoned due to lack of fixed rope above C2,6000,False,False,False,2,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,,"BC(11/04,4600m),C1(16/04,5600m),C2(17/04,6000m),xxx","Navi and Sherpa Tapchen went up to C2. There was no rope fixed above this point. Sherpas said that it is too dangerous to go up. So the climb was aborted. Navi was upset about the system on the mountain, there was not enough manpower and also no coordination among the teams at the BC.",,,Snowy Horizon Treks,True,False,False,False,,,2462713
9416,KANG17101,KANG,2017,Spring,Nepal,SW Face,,,,Nepal,Lakpa Sherpa,Himalayan Ascent Kangchenjunga Expedition 2017,False,False,False,False,,,,,False,False,"Australia, USA",,2017-04-14,2017-05-16,,32,37,2017-05-21,"Lack (or loss) of supplies, support or equipment",Abandoned at 8070m due to lack of rope,8070,False,False,False,4,8500,4,0,0,6,0,0,False,True,False,True,False,False,False,False,False,,"BC(14/04,5500m),C1(22/04,6200m),C2(04/05,6400m),C3(07/05,6900m),C4(15/04,7300m),xxx(16/05,8070m)","Good conditions, though deep snow at times, some gnarly crevasses to jump over. Very windy.

Our team led most of the route fixing on the mountain, with assistance from other teams. We used about 8500m in total.

This mountain requires good team co-operation. We had from all teams until the last push, when one team (not us) decided to do something unexpected, causing all not to summit. A lesson in teamwork.",,,Himalayan Ascent,False,True,False,False,,,2460447
9417,KANG17102,KANG,2017,Spring,Nepal,SW Face,,,,Italy,Simone Moro,Kangchenjunga-Yalung Kang Traverse 2017,False,False,False,False,,,,,False,False,,Helicopter to BC,2017-04-14,2017-05-09,,25,43,2017-05-27,"Illness, AMS, exhaustion, or frostbite",Abandoned at 7350m due to Moro's illness and unstable weather,7350,False,False,False,4,1400,3,0,0,0,0,0,True,False,True,False,False,False,False,False,False,Originally planned for Yalung Kang,"BC(14/04,5500m),C1(24/04,6140m),C2(25/04,6250m),C3(02/05,6600m),C4(09/05,7350m),xxx","Initial plan: Yalung Khang (new route) and traverse to Kangchenjunga, acclimatize on Kangch normal route. Go to Kangchenjnga C1, then go left, cross Japanese 1973 route and summit Yalung Kang West, go to Yalung Kang Main, then ridge to Kangchenjunga.

BC  14/04  5500m by heli
C1  24/04  6140m
C2  25/04  6250m
C3  02/05  6600m (lower than usual C3)
C4  09/05  7350m by Moro, Lunger (high point).

Team never got the possibility to start with their original plan up the Yalung Kang ridge. Moro had bad feelings about the route and they decided to acclimatize on the normal route and then see how they were going.

They did not use the first window of 16 May as there were too many people were on the route. 

First summit push 22 May: they reached 7000m, but Moro felt sick and vomited. The weather was very good and it was very hot (about 37C) and they went back down to BC. On 23 May they rested at BC.

On 24 May, they went back up again for another summit push as weather forecast was good. They reached C3 on 24 May. On 25 May, they intended to go to C4 but at about 7100m Moro was feeling sick again and they descended to BC. They took their tents down on the descent. It was snowing and no visibility. They left BC on 27 May by helicopter.

During the whole climb, they had their initial idea of the traverse in mind.

Defrancesco reached about 5800m. He was never intending to climb.

According to Moro Kangchenjunga has one of the dirtiest basecamps he has ever seen.",,,Cho Oyu Trekking,False,True,False,False,,,2460440
9418,KANG17103,KANG,2017,Spring,Nepal,SW Face,,,,Nepal,Maya Sherpa,First Nepalese Women's Kangchenjunga Expedition 2017,False,False,False,False,,,,,False,False,,"Trekked to Ramche, helicopter to BC",2017-04-17,2017-05-16,,29,34,2017-05-21,"Lack (or loss) of supplies, support or equipment",Abandoned at 8100m due to lack of fixed rope and depleted provisions,8100,False,False,False,4,0,3,0,0,3,0,0,False,True,False,True,False,False,False,False,False,,"BC(17/04,5500m),C1(28/04,6140m),C2(29/04,6200m),C3(14/05,6900m),C4(15/05,7300m),xxx(16/05,8100m)","BC  17/04  5500m
C1  28/04  6140m
C2  29/04  6200m
C3  14/05  6900m
C4  15/05  7300m
HPt 16/05  8100m by Pasang Lhamu, Dawa Yangzum, Maya Sherpa.

When the team arrived at C4, there was no tent set up for them. They had to wait for Pasang Tenji to arrive with the tent (he was very slow). He only arrived at 8 pm. For this reason, the team left later than the other climbers for their summit attempt.

High point team and Tenji, Pasang Tenji and Tashi left C4 at 11:30 pm on 15 May. Most of the other climbers were in front of them and they overtook them after a few hours. Pasang Tenji did not feel well and turned back at about 1 am. He descended to C4 and stayed in the tent. 

When they reached the high point at about 9:30 am they were debating whether to carry on in alpine-style; however, Maya Sherpa thought it would not be a good idea as other people would have followed and then there could have been a disaster. At about 10 am they turned back.

When they came down from the high point, Pasang Lhamu and Dawa went back to BC while Maya Sherpa went to her tent and found Pasang Tenji, who was still very unwell. She spent the night with him. The next day on 17 May, they left C4 to go down. Pasang Tenji was unable to walk on his own and Maya, Tashi and Naoko Watanabe and Gyalgen dragged him down to C3. They arrived there at 6 pm and two SST Sherpas came up to help Pasang Tenji down. They all continued to BC, where they arrived at 10 pm. 

On 18 May Pasang Tenji was evacuated by helicopter and taken to Norvic hospital. 

At BC, the team was discussing whether to wait for another summit window; however the weather did not look so good and all their supplies (food, oxygen, epi gas) were gone. So decided to abandon the expedition.

Oxygen: Taken and used from C4 to high point to C4 by members and Sherpas.
",,,Seven Summit Treks,False,True,False,False,,,2460447
